No 10-K found for PLTE in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for PLTE in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for WNS in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for WNS in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for WNS in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for AHD in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for AHD in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for AHD in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for DSUPQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for DSUPQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for DSUPQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for EICU in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for EICU in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for EICU in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for HIMX in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for HIMX in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for HIMX in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for PVG in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for GGL in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for BGH in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for BGH in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for CLUB in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for CLUB in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for CLUB in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for HPGP in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for HPGP in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for MR in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for MR in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for MR in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for DK in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for ALTUQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for ALTUQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for ALTUQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for DIVX in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for EGLT in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for EGLT in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for EGLT in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for TWLL in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for USBE in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for USBE in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for USBE in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for LINEQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for LINEQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for LINEQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for BWTRQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for BWTRQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for BWTRQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for BARE in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for TRBN in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for ATN in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for ISLN in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for TAMM4 in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for TAMM4 in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for TAMM4 in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for HDIX in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for HDIX in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for RDYN in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for RDYN in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for RDYN in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for SMOD in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for ULTRF in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for ULTRF in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for ULTRF in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for HMIN in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for HMIN in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
